,Supplier Name,Supplier Number,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Po Number,Receipt Number,Department,Account Description,Fund Description,Cost Center Description,Minority Owned,Small Business,Women Owned,City,State,Zip,Country,Vendor Id,Days to Pay,Compliant Indicator
130055,Canon Solutions America,866161,2197873,09/23/2019 12:00:00 AM,20544472,09/12/2019 12:00:00 AM,133.52,552282.0,260009.0,Police,Office Machine Rental,General Fund,Investigative Services Command,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
130083,Canon Solutions America,866161,2145619,07/28/2016 12:00:00 AM,4019594936,07/02/2016 12:00:00 AM,94.09,526878.0,145012.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
130158,Canon Solutions America,866161,2167184,10/20/2017 12:00:00 AM,17789793,09/30/2017 12:00:00 AM,151.11,526878.0,182185.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693-0149,US,190422,20,Yes
130176,Canon Solutions America,866161,2197873,09/23/2019 12:00:00 AM,20468005,08/31/2019 12:00:00 AM,73.83,552282.0,259976.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
130231,Canon Solutions America,866161,2183283,10/12/2018 12:00:00 AM,19244512,09/30/2018 12:00:00 AM,210.91,526878.0,221870.0,General Gov't & Agencies,Office Machine Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
130327,Canon Solutions America,866161,2210646,09/15/2020 12:00:00 AM,21832456,08/31/2020 12:00:00 AM,140.48,552282.0,296380.0,Youth & Family Development,Office Machine Rental,General Fund,Office of Community Resilience - Family Justice Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,15,Yes
130412,Canon Solutions America,866161,2093887,11/19/2013 12:00:00 AM,4011189658,11/01/2013 12:00:00 AM,165.0,519302.0,75702.0,Economic & Community Development,Equipment Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
130424,Canon Solutions America,866161,2216112,03/11/2021 12:00:00 AM,26326892,02/27/2021 12:00:00 AM,75.84,552282.0,314447.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
130425,Canon Solutions America,866161,2196409,08/16/2019 12:00:00 AM,20320730,07/13/2019 12:00:00 AM,133.52,552282.0,255873.0,Police,Office Machine Rental,General Fund,Police Uniform Services Command,No,No,No,"Chicago,","IL,",60693-0149,US,190422,34,No
130488,Canon Solutions America,866161,2088107,08/15/2013 12:00:00 AM,4010354321,08/01/2013 12:00:00 AM,396.0,519302.0,69477.0,Youth & Family Development,Equipment Rental,Human Services Program,HSD Administration,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
130534,Canon Solutions America,866161,2099739,03/17/2014 12:00:00 AM,4012253909,03/01/2014 12:00:00 AM,45.0,519302.0,82479.0,Finance & Admin,Equipment Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
130552,Canon Solutions America,866161,2145694,07/29/2016 12:00:00 AM,16093062,05/13/2016 12:00:00 AM,441.14,526878.0,144871.0,Executive Branch,Copying,General Fund,Executive Office Admin,No,No,No,"Chicago,","IL,",60693,US,190422,77,No
130578,Canon Solutions America,866161,2097961,02/07/2014 12:00:00 AM,4011722614,01/01/2014 12:00:00 AM,208.3,523714.0,80342.0,Transportation,Other Contracted Service,General Fund,Traffic Engineering Admin,No,No,No,"Chicago,","IL,",60693,US,190422,37,No
130636,Canon Solutions America,866161,2143454,06/21/2016 12:00:00 AM,16093065A,05/13/2016 12:00:00 AM,19.4,526878.0,141735.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,39,No
130684,Canon Solutions America,866161,2183161,10/10/2018 12:00:00 AM,19244535,09/30/2018 12:00:00 AM,136.34,526878.0,221834.0,Fire,Office Machine Rental,General Fund,Fire Administration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
130754,Canon Solutions America,866161,2133657,12/16/2015 12:00:00 AM,4017522699,11/11/2015 12:00:00 AM,42.0,526315.0,127013.0,Human Resources,Office Machine Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
130758,Canon Solutions America,866161,2148813,09/27/2016 12:00:00 AM,16424508,08/31/2016 12:00:00 AM,142.36,526878.0,148987.0,Youth & Family Development,Office Machine Rental,2017 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,27,Yes
130767,Canon Solutions America,866161,2187929,02/06/2019 12:00:00 AM,19688206,01/31/2019 12:00:00 AM,233.72,526878.0,234521.0,General Gov't & Agencies,Office Machine Rental,General Fund,Internal Audit,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
130801,Canon Solutions America,866161,2083149,05/23/2013 12:00:00 AM,4009517570,05/01/2013 12:00:00 AM,45.0,519302.0,64894.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,22,Yes
130813,Canon Solutions America,866161,2147795,09/08/2016 12:00:00 AM,16397923,08/13/2016 12:00:00 AM,142.95,526878.0,147435.0,Finance & Admin,Office Machine Rental,General Fund,Office of City Treasurer,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
130825,Canon Solutions America,866161,2209095,07/23/2020 12:00:00 AM,21604874,06/30/2020 12:00:00 AM,41.55,552282.0,291580.0,Public Works,Office Machine Rental,General Fund,Public Works Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
130849,Canon Solutions America,866161,2201914,01/13/2020 12:00:00 AM,20921993,12/31/2019 12:00:00 AM,41.55,552282.0,270799.0,Public Works,Office Machine Rental,General Fund,Public Works Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,13,Yes
130893,Canon Solutions America,866161,2133501,12/14/2015 12:00:00 AM,4017437378,11/01/2015 12:00:00 AM,272.29,526315.0,126909.0,Police,Equipment Rental,General Fund,Special Investigations,No,No,No,"Chicago,","IL,",60693,US,190422,43,No
130895,Canon Solutions America,866161,2207379,05/28/2020 12:00:00 AM,21454743,05/13/2020 12:00:00 AM,41.55,552282.0,285323.0,Police,Office Machine Rental,General Fund,Police Admin Support & Tech Svcs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,15,Yes
130901,Canon Solutions America,866161,2197930,09/25/2019 12:00:00 AM,20468007,08/31/2019 12:00:00 AM,41.55,552282.0,260392.0,Youth & Family Development,Office Machine Rental,2020 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,25,Yes
130911,Canon Solutions America,866161,2210520,09/10/2020 12:00:00 AM,21832464,08/31/2020 12:00:00 AM,157.48,552282.0,296041.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
131003,Canon Solutions America,866161,2110755,10/13/2014 12:00:00 AM,4014053679,10/01/2014 12:00:00 AM,118.09,526315.0,96934.0,Police,Equipment Rental,General Fund,Internal Affairs,No,No,No,"Chicago,","IL,",60693,US,190422,12,Yes
131014,Canon Solutions America,866161,2208602,07/07/2020 12:00:00 AM,20020453,04/30/2019 12:00:00 AM,366.46,552282.0,289594.0,Public Works,Office Machine Rental,FJC Building Clearance Fund,FJC Building Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,434,No
131084,Canon Solutions America,866161,2152968,12/22/2016 12:00:00 AM,4020869648,12/01/2016 12:00:00 AM,10.0,526878.0,155803.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
131096,Canon Solutions America,866161,2131946,11/11/2015 12:00:00 AM,15397006,10/13/2015 12:00:00 AM,82.75,526878.0,124570.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Shepherd,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
131114,Canon Solutions America,866161,2188252,02/13/2019 12:00:00 AM,19764854,02/10/2019 12:00:00 AM,97.3,526878.0,235407.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
131175,Canon Solutions America,866161,2076981,02/15/2013 12:00:00 AM,4008453390,01/05/2013 12:00:00 AM,20.0,519302.0,59193.0,Parks Management,Equipment Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693,US,190422,41,No
131277,Canon Solutions America,866161,2147946,09/12/2016 12:00:00 AM,16321979,07/31/2016 12:00:00 AM,69.48,526878.0,147880.0,Youth & Family Development,Office Machine Rental,2017 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,43,No
131343,Canon Solutions America,866161,2214055,01/12/2021 12:00:00 AM,22290313,12/31/2020 12:00:00 AM,158.36,552282.0,307908.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
131373,Canon Solutions America,866161,2117998,03/05/2015 12:00:00 AM,4015081822,02/01/2015 12:00:00 AM,94.09,526315.0,106014.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Pretreatment-Monitoring,No,No,No,"Chicago,","IL,",60693,US,190422,32,No
131425,Canon Solutions America,866161,2144034,06/28/2016 12:00:00 AM,16194484,06/12/2016 12:00:00 AM,183.29,526878.0,142964.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
131428,Canon Solutions America,866161,2210337,09/03/2020 12:00:00 AM,21792327,08/13/2020 12:00:00 AM,197.41,552282.0,295611.0,Community Development,Office Machine Rental,General Fund,ECD - Neighborhood Serv - Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
131447,Canon Solutions America,866161,2190973,04/17/2019 12:00:00 AM,19986060,04/12/2019 12:00:00 AM,82.75,552282.0,242312.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Tyner,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
131451,Canon Solutions America,866161,2198827,10/16/2019 12:00:00 AM,20657599,10/13/2019 12:00:00 AM,82.75,552282.0,262933.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Tyner,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
131455,Canon Solutions America,866161,2211373,10/08/2020 12:00:00 AM,21947972,09/30/2020 12:00:00 AM,239.93,552282.0,299182.0,Human Resources,Office Machine Rental,General Fund,Human Resources Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
131461,Canon Solutions America,866161,2215181,02/16/2021 12:00:00 AM,26257245,02/09/2021 12:00:00 AM,82.75,552282.0,311866.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
131482,Canon Solutions America,866161,2186109,12/21/2018 12:00:00 AM,19544227,12/13/2018 12:00:00 AM,82.75,526878.0,229639.0,Youth & Family Development,Office Machine Rental,General Fund,Youth Dev - CAPS,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
131510,Canon Solutions America,866161,2130064,10/05/2015 12:00:00 AM,15300258,09/12/2015 12:00:00 AM,82.75,526878.0,122219.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Avondale,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
131569,Canon Solutions America,866161,2208476,07/01/2020 12:00:00 AM,21112767,02/11/2020 12:00:00 AM,125.19,552282.0,289508.0,Executive Branch,Office Machine Rental,General Fund,Executive Office Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,141,No
131596,Canon Solutions America,866161,2142455,06/03/2016 12:00:00 AM,16093058,05/13/2016 12:00:00 AM,144.22,526878.0,140477.0,Youth & Family Development,Equipment Rental,General Fund,North River Center Programs,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
131598,Canon Solutions America,866161,2189060,03/06/2019 12:00:00 AM,19797753,02/28/2019 12:00:00 AM,205.01,526878.0,237433.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
131609,Canon Solutions America,866161,2098402,02/18/2014 12:00:00 AM,4012014881,02/01/2014 12:00:00 AM,118.09,521447.0,80916.0,Police,Equipment Rental,General Fund,Police Facilities - East 11th St Station,No,No,No,"Chicago,","IL,",60693,US,190422,17,Yes
131619,Canon Solutions America,866161,2103500,05/22/2014 12:00:00 AM,4012762739,05/01/2014 12:00:00 AM,165.0,519302.0,86628.0,Youth & Family Development,Equipment Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
131631,Canon Solutions America,866161,2153908,01/19/2017 12:00:00 AM,16810470,12/13/2016 12:00:00 AM,82.75,526878.0,157011.0,Youth & Family Development,Office Machine Rental,General Fund,Youth Development,No,No,No,"Chicago,","IL,",60693,US,190422,37,No
131740,Canon Solutions America,866161,2101400,04/15/2014 12:00:00 AM,4012518917,04/01/2014 12:00:00 AM,53.0,519302.0,84795.0,Fire,Equipment Rental,General Fund,Fire Training Division,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
131964,Canon Solutions America,866161,2137634,03/08/2016 12:00:00 AM,15494133,11/12/2015 12:00:00 AM,82.75,526878.0,133350.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Champion's Club,No,No,No,"Chicago,","IL,",60693,US,190422,117,No
132012,Canon Solutions America,866161,2130450,10/09/2015 12:00:00 AM,15203644,08/13/2015 12:00:00 AM,139.91,526878.0,120400.0,Finance & Admin,Office Machine Rental,General Fund,Office of City Treasurer,No,No,No,"Chicago,","IL,",60693,US,190422,57,No
132032,Canon Solutions America,866161,2159356,05/11/2017 12:00:00 AM,16810456,12/13/2016 12:00:00 AM,107.78,526878.0,167140.0,Transportation,Office Machine Rental,General Fund,Traffic Operations,No,No,No,"Chicago,","IL,",60693,US,190422,149,No
132059,Canon Solutions America,866161,2219307,06/10/2021 12:00:00 AM,26823024,05/29/2021 12:00:00 AM,115.2,552282.0,324217.0,Fire,Office Machine Rental,General Fund,Fire Logistics & Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
132064,Canon Solutions America,866161,2076935,02/14/2013 12:00:00 AM,4008447471,01/05/2013 12:00:00 AM,229.27,519417.0,59052.0,Human Services,Equipment Rental,2013 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
132101,Canon Solutions America,866161,2101104,04/08/2014 12:00:00 AM,4012243391,03/01/2014 12:00:00 AM,145.0,519302.0,84192.0,Youth & Family Development,Equipment Rental,2014 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
132167,Canon Solutions America,866161,2162247,07/06/2017 12:00:00 AM,17362831,05/13/2017 12:00:00 AM,141.85,526878.0,172732.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Frances B. Wyatt,No,No,No,"Chicago,","IL,",60693,US,190422,54,No
132184,Canon Solutions America,866161,2194518,07/01/2019 12:00:00 AM,20209231,06/12/2019 12:00:00 AM,240.09,526878.0,250005.0,Economic & Community Development,Office Machine Rental,Comm Develop Block Grant FY19,CDBG - Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
132190,Canon Solutions America,866161,2176611,05/10/2018 12:00:00 AM,18559352,04/30/2018 12:00:00 AM,84.31,526878.0,203801.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
132227,Canon Solutions America,866161,2103721,05/29/2014 12:00:00 AM,4012869444,05/11/2014 12:00:00 AM,199.5,519302.0,87428.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Liquid Handling,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
132253,Canon Solutions America,866161,2207007,05/19/2020 12:00:00 AM,21454718,05/13/2020 12:00:00 AM,82.75,552282.0,284572.0,Youth & Family Development,Office Machine Rental,General Fund,Kidz Kamp,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
132256,Canon Solutions America,866161,2198082,09/30/2019 12:00:00 AM,18858923,07/13/2018 12:00:00 AM,133.52,552282.0,260623.0,Police,Office Machine Rental,General Fund,Police Uniform Services Command,No,No,No,"Chicago,","IL,",60693-0149,US,190422,444,No
132261,Canon Solutions America,866161,2165483,09/13/2017 12:00:00 AM,17575584,07/31/2017 12:00:00 AM,109.74,526878.0,178324.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693,US,190422,44,No
132280,Canon Solutions America,866161,2079123,03/20/2013 12:00:00 AM,4008923264,03/01/2013 12:00:00 AM,45.0,519302.0,61450.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
132281,Canon Solutions America,866161,2159563,05/15/2017 12:00:00 AM,17256845,04/30/2017 12:00:00 AM,212.07,526878.0,167697.0,General Gov't & Agencies,Copying,General Fund,Internal Audit,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
132303,Canon Solutions America,866161,2192070,05/08/2019 12:00:00 AM,19909078,03/31/2019 12:00:00 AM,190.01,526878.0,243653.0,Public Works,Office Machine Rental,Water Quality Mgmt Operations,Water Quality Engineering & Project Management,No,No,No,"Chicago,","IL,",60693-0149,US,190422,38,No
132329,Canon Solutions America,866161,2173025,03/05/2018 12:00:00 AM,18309593,02/10/2018 12:00:00 AM,104.25,526878.0,195442.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
132378,Canon Solutions America,866161,2215855,03/04/2021 12:00:00 AM,26326903,02/27/2021 12:00:00 AM,108.92,552282.0,313795.0,Youth & Family Development,Office Machine Rental,Human Services Program,HSD Administration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
132415,Canon Solutions America,866161,2199908,11/13/2019 12:00:00 AM,20771043,11/12/2019 12:00:00 AM,244.26,552282.0,265740.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
132432,Canon Solutions America,866161,2208764,07/14/2020 12:00:00 AM,21604834,06/30/2020 12:00:00 AM,74.81,552282.0,290332.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
132439,Canon Solutions America,866161,2177211,05/22/2018 12:00:00 AM,18638436,05/13/2018 12:00:00 AM,187.22,526878.0,205241.0,Economic & Community Development,Office Machine Rental,Comm Develop Block Grant FY18,CDBG - Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
132447,Canon Solutions America,866161,2172340,02/19/2018 12:00:00 AM,18232749,01/31/2018 12:00:00 AM,69.48,526878.0,194584.0,Youth & Family Development,Office Machine Rental,2018 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
132452,Canon Solutions America,866161,2152967,12/22/2016 12:00:00 AM,16706574,11/12/2016 12:00:00 AM,82.75,526878.0,155774.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Carver,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
