,Supplier Name,Supplier Number,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Po Number,Receipt Number,Department,Account Description,Fund Description,Cost Center Description,Minority Owned,Small Business,Women Owned,City,State,Zip,Country,Vendor Id,Days to Pay,Compliant Indicator
126248,Canon Solutions America,866161,2079242,03/21/2013 12:00:00 AM,4008973104,03/01/2013 12:00:00 AM,175.0,519302.0,61629.0,"Education, Arts & Culture",Equipment Rental,General Fund,EAC Administration,No,No,No,"Chicago,","IL,",60693,US,190422,20,Yes
126262,Canon Solutions America,866161,2088736,08/26/2013 12:00:00 AM,4010017479,07/01/2013 12:00:00 AM,175.0,519302.0,70569.0,General Services,Equipment Rental,General Fund,Purchasing,No,No,No,"Chicago,","IL,",60693,US,190422,56,No
126297,Canon Solutions America,866161,2096379,01/07/2014 12:00:00 AM,4011701737,01/01/2014 12:00:00 AM,18.0,519302.0,78770.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,6,Yes
126329,Canon Solutions America,866161,2140643,05/03/2016 12:00:00 AM,15992687,04/12/2016 12:00:00 AM,82.75,526878.0,137763.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Eastdale,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
126331,Canon Solutions America,866161,2208476,07/01/2020 12:00:00 AM,21604838,06/30/2020 12:00:00 AM,170.26,552282.0,289301.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
126339,Canon Solutions America,866161,2108200,08/22/2014 12:00:00 AM,4013558597,08/01/2014 12:00:00 AM,45.0,527619.0,93338.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
126371,Canon Solutions America,866161,2182574,09/26/2018 12:00:00 AM,19213193,09/12/2018 12:00:00 AM,82.75,526878.0,220167.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Eastdale,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
126417,Canon Solutions America,866161,2189866,03/25/2019 12:00:00 AM,19876064,03/13/2019 12:00:00 AM,144.22,552282.0,239276.0,Youth & Family Development,Office Machine Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
126437,Canon Solutions America,866161,2194714,07/03/2019 12:00:00 AM,20132408,05/31/2019 12:00:00 AM,258.66,552282.0,250639.0,Police,Office Machine Rental,General Fund,Police Budget & Finance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,33,No
126501,Canon Solutions America,866161,2208333,06/30/2020 12:00:00 AM,21492446,05/31/2020 12:00:00 AM,133.41,552282.0,288978.0,Human Resources,Office Machine Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,30,Yes
126541,Canon Solutions America,866161,2199656,11/06/2019 12:00:00 AM,20693991,10/31/2019 12:00:00 AM,107.78,552282.0,265048.0,Police,Office Machine Rental,General Fund,Records Management & Services,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
126550,Canon Solutions America,866161,2196551,08/19/2019 12:00:00 AM,20209219,06/12/2019 12:00:00 AM,82.75,552282.0,256329.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Washington Hills,No,No,No,"Chicago,","IL,",60693-0149,US,190422,68,No
126585,Canon Solutions America,866161,2178165,06/14/2018 12:00:00 AM,4026113622,06/01/2018 12:00:00 AM,159.94,548934.0,207561.0,Police,Office Machine Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693-0149,US,190422,13,Yes
126611,Canon Solutions America,866161,2148044,09/13/2016 12:00:00 AM,16397953,08/13/2016 12:00:00 AM,82.75,526878.0,147976.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Support Services,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
126615,Canon Solutions America,866161,2133971,12/22/2015 12:00:00 AM,4017707696,12/01/2015 12:00:00 AM,118.09,526315.0,128046.0,Police,Equipment Rental,General Fund,Internal Affairs,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
126661,Canon Solutions America,866161,2210000,08/25/2020 12:00:00 AM,21792340,08/13/2020 12:00:00 AM,146.38,552282.0,294498.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
126739,Canon Solutions America,866161,2169844,12/20/2017 12:00:00 AM,17900640,10/31/2017 12:00:00 AM,69.48,526878.0,185213.0,Youth & Family Development,Office Machine Rental,2018 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,50,No
126752,Canon Solutions America,866161,2201583,01/06/2020 12:00:00 AM,20581429,09/30/2019 12:00:00 AM,29.59,552282.0,270471.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Avondale,No,No,No,"Chicago,","IL,",60693-0149,US,190422,98,No
126793,Canon Solutions America,866161,2097961,02/07/2014 12:00:00 AM,4011442309,12/01/2013 12:00:00 AM,208.3,523714.0,80342.0,Transportation,Other Contracted Service,General Fund,Traffic Engineering Admin,No,No,No,"Chicago,","IL,",60693,US,190422,68,No
126825,Canon Solutions America,866161,2140686,05/04/2016 12:00:00 AM,4018492909,03/01/2016 12:00:00 AM,115.09,526315.0,138134.0,General Services,Equipment Rental,TVRCS Operations,TN Valley Regional Communications,No,No,No,"Chicago,","IL,",60693,US,190422,64,No
126834,Canon Solutions America,866161,2198827,10/16/2019 12:00:00 AM,20580595,09/30/2019 12:00:00 AM,133.52,552282.0,262923.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,16,Yes
126842,Canon Solutions America,866161,2194203,06/24/2019 12:00:00 AM,20132392,05/31/2019 12:00:00 AM,120.94,552282.0,248671.0,Fire,Office Machine Rental,General Fund,Fire Logistics & Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,24,Yes
126851,Canon Solutions America,866161,2076742,02/12/2013 12:00:00 AM,4008409243,01/05/2013 12:00:00 AM,61.0,519302.0,59267.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
127061,Canon Solutions America,866161,2155748,03/01/2017 12:00:00 AM,4021125904,01/01/2017 12:00:00 AM,118.09,526878.0,160734.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,59,No
127124,Canon Solutions America,866161,2210337,09/03/2020 12:00:00 AM,21832515,08/31/2020 12:00:00 AM,124.46,552282.0,295506.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
127215,Canon Solutions America,866161,2205511,04/09/2020 12:00:00 AM,21265228,03/31/2020 12:00:00 AM,192.23,552282.0,280342.0,Police,Office Machine Rental,General Fund,Special Victims Unit at Family Justice Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
127280,Canon Solutions America,866161,2152082,12/07/2016 12:00:00 AM,16733689,11/30/2016 12:00:00 AM,163.42,526878.0,154564.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,7,Yes
127284,Canon Solutions America,866161,2172340,02/19/2018 12:00:00 AM,18232743,01/31/2018 12:00:00 AM,83.1,526878.0,194368.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Northgate Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
127346,Canon Solutions America,866161,2213378,12/17/2020 12:00:00 AM,22249767,12/13/2020 12:00:00 AM,144.22,552282.0,306149.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Westside Community Ctr,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
127448,Canon Solutions America,866161,2138187,03/17/2016 12:00:00 AM,15794191,02/11/2016 12:00:00 AM,82.75,526878.0,132802.0,Youth & Family Development,Office Machine Rental,General Fund,Fitness Center,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
127482,Canon Solutions America,866161,2117871,03/04/2015 12:00:00 AM,4015165001,02/11/2015 12:00:00 AM,42.0,526315.0,104526.0,Human Resources,Equipment Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
127498,Canon Solutions America,866161,2208764,07/14/2020 12:00:00 AM,21604882,06/30/2020 12:00:00 AM,120.98,552282.0,290354.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
127581,Canon Solutions America,866161,2205974,04/23/2020 12:00:00 AM,21265201,03/31/2020 12:00:00 AM,182.02,552282.0,281657.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
127650,Canon Solutions America,866161,2154210,01/26/2017 12:00:00 AM,16837810,12/31/2016 12:00:00 AM,116.0,526878.0,158116.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Sewer Maintenance,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
127654,Canon Solutions America,866161,2129269,09/18/2015 12:00:00 AM,15203692,08/13/2015 12:00:00 AM,82.75,526878.0,121151.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693,US,190422,36,No
127733,Canon Solutions America,866161,2200590,12/04/2019 12:00:00 AM,20544460,09/12/2019 12:00:00 AM,226.81,552282.0,267573.0,Community Development,Office Machine Rental,General Fund,ECD - Neighborhood Serv - Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,83,No
127751,Canon Solutions America,866161,2114403,12/22/2014 12:00:00 AM,4014576622,12/01/2014 12:00:00 AM,94.09,526878.0,101357.0,Youth & Family Development,Equipment Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
127813,Canon Solutions America,866161,2202240,01/17/2020 12:00:00 AM,20998993,01/13/2020 12:00:00 AM,185.44,552282.0,271752.0,General Gov't & Agencies,Office Machine Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
127819,Canon Solutions America,866161,2214779,02/04/2021 12:00:00 AM,26166578,01/30/2021 12:00:00 AM,129.75,552282.0,310658.0,General Gov't & Agencies,Copying,General Fund,City Council,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
127949,Canon Solutions America,866161,2187929,02/06/2019 12:00:00 AM,19688202,01/31/2019 12:00:00 AM,204.67,526878.0,234353.0,Public Works,Office Machine Rental,FJC Building Clearance Fund,FJC Building Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
127987,Canon Solutions America,866161,2186376,12/31/2018 12:00:00 AM,19544213,12/13/2018 12:00:00 AM,82.75,552282.0,230169.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Glenwood,No,No,No,"Chicago,","IL,",60693-0149,US,190422,18,Yes
127988,Canon Solutions America,866161,2182228,09/19/2018 12:00:00 AM,19133714,08/31/2018 12:00:00 AM,86.62,526878.0,218958.0,Public Works,Office Machine Rental,Municipal Garage,Rep & Maint - Amnicola Garage,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
128019,Canon Solutions America,866161,2214285,01/19/2021 12:00:00 AM,26071283,01/13/2021 12:00:00 AM,215.84,552282.0,309132.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
128048,Canon Solutions America,866161,2189381,03/13/2019 12:00:00 AM,19433653,11/12/2018 12:00:00 AM,108.58,526878.0,238099.0,Fire,Office Machine Rental,General Fund,Fire Administration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,121,No
128051,Canon Solutions America,866161,2076742,02/12/2013 12:00:00 AM,4008457027,01/05/2013 12:00:00 AM,61.0,519302.0,59267.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - South Chattanooga Branch,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
128149,Canon Solutions America,866161,2116102,01/28/2015 12:00:00 AM,4014793506,01/01/2015 12:00:00 AM,53.0,526312.0,103199.0,Transportation,Office Machine Rental,General Fund,Traffic Operations,No,No,No,"Chicago,","IL,",60693,US,190422,27,Yes
128167,Canon Solutions America,866161,2217028,04/08/2021 12:00:00 AM,26480275,03/30/2021 12:00:00 AM,185.88,552282.0,317152.0,Finance & Admin,Forms & Printed Material,General Fund,Office of City Treasurer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
128217,Canon Solutions America,866161,2153856,01/18/2017 12:00:00 AM,16837801,12/31/2016 12:00:00 AM,69.48,526878.0,157381.0,Youth & Family Development,Office Machine Rental,2017 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
128230,Canon Solutions America,866161,2155259,02/17/2017 12:00:00 AM,16914287,01/13/2017 12:00:00 AM,316.53,526878.0,158848.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
128268,Canon Solutions America,866161,2181520,08/31/2018 12:00:00 AM,18858885,07/13/2018 12:00:00 AM,82.75,526878.0,216965.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Avondale,No,No,No,"Chicago,","IL,",60693-0149,US,190422,49,No
128285,Canon Solutions America,866161,2207935,06/15/2020 12:00:00 AM,21265221,03/31/2020 12:00:00 AM,41.55,552282.0,287210.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,76,No
128300,Canon Solutions America,866161,2130947,10/20/2015 12:00:00 AM,4017170141,10/01/2015 12:00:00 AM,115.09,526315.0,123622.0,General Services,Equipment Rental,TN Valley Regional Communications,TN Valley Regional Communications,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
128344,Canon Solutions America,866161,2155259,02/17/2017 12:00:00 AM,1914323,01/13/2017 12:00:00 AM,82.75,526878.0,159094.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
128406,Canon Solutions America,866161,2155403,02/21/2017 12:00:00 AM,4020621787,11/01/2016 12:00:00 AM,118.09,526878.0,160555.0,Police,Office Machine Rental,General Fund,Special Investigations,No,No,No,"Chicago,","IL,",60693,US,190422,112,No
128432,Canon Solutions America,866161,2177211,05/22/2018 12:00:00 AM,4025566568,04/01/2018 12:00:00 AM,272.29,548934.0,205301.0,Police,Office Machine Rental,General Fund,Police Budget & Finance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,51,No
128435,Canon Solutions America,866161,2190580,04/10/2019 12:00:00 AM,19909119,03/31/2019 12:00:00 AM,133.52,552282.0,241428.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
128441,Canon Solutions America,866161,2096515,01/09/2014 12:00:00 AM,4011712669,01/01/2014 12:00:00 AM,175.0,519302.0,78817.0,Youth & Family Development,Equipment Rental,2014 Community Services Block Grant,CSBG - Emergency Programs,No,No,No,"Chicago,","IL,",60693,US,190422,8,Yes
128460,Canon Solutions America,866161,2209605,08/11/2020 12:00:00 AM,21265277,03/31/2020 12:00:00 AM,111.22,558596.0,293158.0,Human Resources,Office Machine Rental,General Fund,Employees Insurance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,133,No
128533,Canon Solutions America,866161,2207007,05/19/2020 12:00:00 AM,21379368,04/30/2020 12:00:00 AM,83.1,552282.0,284295.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
128548,Canon Solutions America,866161,2153908,01/19/2017 12:00:00 AM,16810478,12/13/2016 12:00:00 AM,82.75,526878.0,157011.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Cromwell Community Center,No,No,No,"Chicago,","IL,",60693,US,190422,37,No
128609,Canon Solutions America,866161,2140919,05/09/2016 12:00:00 AM,15918772,03/31/2016 12:00:00 AM,211.77,526878.0,138544.0,Police,Office Machine Rental,General Fund,Records Management & Services,No,No,No,"Chicago,","IL,",60693,US,190422,39,No
128622,Canon Solutions America,866161,2120909,04/28/2015 12:00:00 AM,14822709,04/12/2015 12:00:00 AM,107.78,526878.0,109960.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
128639,Canon Solutions America,866161,2190973,04/17/2019 12:00:00 AM,19654219,01/13/2019 12:00:00 AM,142.36,526878.0,242188.0,Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,94,No
128695,Canon Solutions America,866161,2198353,10/07/2019 12:00:00 AM,20580549,09/30/2019 12:00:00 AM,41.55,552282.0,261498.0,Public Works,Equipment Rental,Solid Waste Operations,Waste Disposal City Landfill,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
128737,Canon Solutions America,866161,2188699,02/25/2019 12:00:00 AM,19764832,02/10/2019 12:00:00 AM,250.82,526878.0,236341.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,15,Yes
128811,Canon Solutions America,866161,2197175,09/04/2019 12:00:00 AM,20467930,08/31/2019 12:00:00 AM,120.53,552282.0,258123.0,Youth & Family Development,Office Machine Rental,General Fund,Youth & Family Development,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
128850,Canon Solutions America,866161,2207560,06/03/2020 12:00:00 AM,21492404,05/31/2020 12:00:00 AM,147.75,552282.0,286234.0,General Gov't & Agencies,Office Machine Rental,General Fund,Purchasing,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
128901,Canon Solutions America,866161,2205049,03/20/2020 12:00:00 AM,21227229,03/13/2020 12:00:00 AM,144.22,552282.0,279103.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Westside Community Ctr,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
128911,Canon Solutions America,866161,2210837,09/22/2020 12:00:00 AM,21832485,08/31/2020 12:00:00 AM,41.55,552282.0,297298.0,Public Works,Office Machine Rental,General Fund,Public Works Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,22,Yes
128943,Canon Solutions America,866161,2202963,02/05/2020 12:00:00 AM,21036555,01/31/2020 12:00:00 AM,126.66,552282.0,273787.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
128950,Canon Solutions America,866161,2099739,03/17/2014 12:00:00 AM,4012006331,02/01/2014 12:00:00 AM,66.0,519302.0,82518.0,Economic & Community Development,Equipment Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,44,No
128978,Canon Solutions America,866161,2095048,12/10/2013 12:00:00 AM,4011470992,12/01/2013 12:00:00 AM,18.0,519302.0,77140.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,9,Yes
128993,Canon Solutions America,866161,2169945,12/21/2017 12:00:00 AM,18010549,11/30/2017 12:00:00 AM,126.07,526878.0,187401.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Sewer Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
129003,Canon Solutions America,866161,2211647,10/20/2020 12:00:00 AM,22022939,10/13/2020 12:00:00 AM,82.75,552282.0,300417.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Washington Hills,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
129029,Canon Solutions America,866161,2191229,04/24/2019 12:00:00 AM,19986077,04/12/2019 12:00:00 AM,133.52,526878.0,242694.0,Police,Office Machine Rental,General Fund,Police Budget & Finance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
129033,Canon Solutions America,866161,2139214,04/06/2016 12:00:00 AM,15893685,03/13/2016 12:00:00 AM,97.3,526878.0,135460.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
129104,Canon Solutions America,866161,2163599,08/03/2017 12:00:00 AM,17547129,07/13/2017 12:00:00 AM,82.75,526878.0,175314.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
129178,Canon Solutions America,866161,2156827,03/24/2017 12:00:00 AM,4021692703,03/08/2017 12:00:00 AM,206.46,542378.0,163204.0,General Gov't & Agencies,Equipment Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
129250,Canon Solutions America,866161,2108849,09/05/2014 12:00:00 AM,4013545606,08/01/2014 12:00:00 AM,145.0,526312.0,94439.0,Youth & Family Development,Office Machine Rental,2015 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
129257,Canon Solutions America,866161,2179279,07/11/2018 12:00:00 AM,18779723,06/30/2018 12:00:00 AM,90.44,526878.0,210486.0,Public Works,Office Machine Rental,General Fund,Park Mgmt - Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
129263,Canon Solutions America,866161,2126403,08/04/2015 12:00:00 AM,15107831 AUG,07/13/2015 12:00:00 AM,104.25,526878.0,117782.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,22,Yes
129383,Canon Solutions America,866161,2198210,10/02/2019 12:00:00 AM,20580573,09/30/2019 12:00:00 AM,218.62,552282.0,261216.0,Transportation,Office Machine Rental,General Fund,Transportation Administration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
129399,Canon Solutions America,866161,2147946,09/12/2016 12:00:00 AM,16321982,07/31/2016 12:00:00 AM,69.48,526878.0,147881.0,Youth & Family Development,Office Machine Rental,2017 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,43,No
129503,Canon Solutions America,866161,2133971,12/22/2015 12:00:00 AM,4017739477,12/02/2015 12:00:00 AM,71.53,526315.0,127808.0,General Services,Equipment Rental,Municipal Garage,Rep & Maint - Amnicola Garage Overhead,No,No,No,"Chicago,","IL,",60693,US,190422,20,Yes
129512,Canon Solutions America,866161,2166093,09/28/2017 12:00:00 AM,17682602,08/31/2017 12:00:00 AM,155.76,526878.0,180411.0,Police,Office Machine Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693,US,190422,28,Yes
129590,Canon Solutions America,866161,2212906,12/03/2020 12:00:00 AM,21604814,06/30/2020 12:00:00 AM,69.48,559662.0,304447.0,Youth & Family Development,Office Machine Rental,2021 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,156,No
129615,Canon Solutions America,866161,2186109,12/21/2018 12:00:00 AM,19544190,12/13/2018 12:00:00 AM,107.78,526878.0,229315.0,Transportation,Office Machine Rental,General Fund,Traffic Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
129671,Canon Solutions America,866161,2207560,06/03/2020 12:00:00 AM,21492456,05/31/2020 12:00:00 AM,125.3,552282.0,286072.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Safety & Training,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
129726,Canon Solutions America,866161,2158480,04/26/2017 12:00:00 AM,17151581,03/31/2017 12:00:00 AM,142.36,526878.0,165389.0,General Services,Office Machine Rental,Municipal Garage,Rep & Maint - Amnicola Garage Overhead,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
129736,Canon Solutions America,866161,2113240,12/01/2014 12:00:00 AM,4014308131,11/01/2014 12:00:00 AM,290.0,526312.0,99819.0,Youth & Family Development,Office Machine Rental,2015 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
129743,Canon Solutions America,866161,2159564,05/15/2017 12:00:00 AM,4022148432,05/01/2017 12:00:00 AM,206.46,542378.0,167710.0,General Gov't & Agencies,Equipment Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
129760,Canon Solutions America,866161,2142536,06/06/2016 12:00:00 AM,4019064687,05/02/2016 12:00:00 AM,82.54,526878.0,140237.0,Fire,Office Machine Rental,General Fund,Fire Training Division,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
129842,Canon Solutions America,866161,2167505,10/27/2017 12:00:00 AM,17653646,08/13/2017 12:00:00 AM,82.75,526878.0,183078.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Glenwood,No,No,No,"Chicago,","IL,",60693-0149,US,190422,75,No
129858,Canon Solutions America,866161,2177025,05/17/2018 12:00:00 AM,18638447,05/13/2018 12:00:00 AM,156.47,526878.0,204507.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
129860,Canon Solutions America,866161,2132107,11/13/2015 12:00:00 AM,15300288,10/13/2015 12:00:00 AM,147.75,526878.0,124956.0,General Services,Equipment Rental,General Fund,Memorial Auditorium,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
129885,Canon Solutions America,866161,2099993,03/20/2014 12:00:00 AM,4012247613,03/01/2014 12:00:00 AM,45.0,521596.0,82933.0,General Gov't & Agencies,Equipment Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
129940,Canon Solutions America,866161,2211570,10/15/2020 12:00:00 AM,22022922,10/13/2020 12:00:00 AM,143.12,552282.0,299997.0,Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
129974,Canon Solutions America,866161,2201583,01/06/2020 12:00:00 AM,20921900,12/31/2019 12:00:00 AM,208.0,552282.0,270423.0,General Gov't & Agencies,Office Machine Rental,General Fund,Internal Audit,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
129979,Canon Solutions America,866161,2196409,08/16/2019 12:00:00 AM,19465509,11/30/2018 12:00:00 AM,41.55,552282.0,256097.0,Police,Office Machine Rental,General Fund,Family Justice Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,259,No
130002,Canon Solutions America,866161,2181315,08/29/2018 12:00:00 AM,18529039,04/12/2018 12:00:00 AM,82.75,526878.0,216643.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,139,No
130018,Canon Solutions America,866161,2108529,08/29/2014 12:00:00 AM,4013291757,07/01/2014 12:00:00 AM,159.94,526315.0,93672.0,Police,Equipment Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,59,No
130030,Canon Solutions America,866161,2153027,12/23/2016 12:00:00 AM,16733705,11/30/2016 12:00:00 AM,69.48,526878.0,155571.0,Youth & Family Development,Office Machine Rental,2017 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
130034,Canon Solutions America,866161,2113240,12/01/2014 12:00:00 AM,4014311981,11/01/2014 12:00:00 AM,28.16,527528.0,99830.0,Youth & Family Development,Office Machine Rental,2015 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
